,Store Name,Age,Comments Count,Positive Rating,Negative Rating,Last month,Last3Month,Last6Month,Last Year
639,טי וי פור יו ,14.0,51.0,46.0,0.0,0.0,0.0,0.0,0.0
640,אלסקה אייר ,11.0,50.0,48.0,3.0,0.0,0.0,0.0,0.0
641,מובייל סיטי ,12.0,50.0,46.0,6.0,0.0,0.0,0.0,0.0
642,מוטוריקס בייק ,10.0,49.0,42.0,0.0,0.0,0.0,0.0,0.0
643,טייר קלאב ,8.0,49.0,23.0,2.0,0.0,0.0,0.0,0.0
644,לבמה ,4.0,48.0,36.0,0.0,0.0,0.0,0.0,0.0
645,סכינים למבינים ,12.0,47.0,26.0,1.0,0.0,0.0,0.0,0.0
646,תיק פור יו ,12.0,46.0,38.0,3.0,0.0,0.0,0.0,0.0
647,אתר החי של ישראל ,10.0,43.0,27.0,18.0,0.0,0.0,0.0,0.0
648,בג ובה ,10.0,42.0,36.0,3.0,0.0,0.0,0.0,0.0
649,יהלום ,17.0,39.0,34.0,13.0,0.0,0.0,0.0,0.0
650,ארגמן חוויה בגן ,8.0,39.0,29.0,1.0,0.0,0.0,0.0,0.0
651,צעצועים וגלגלים ,17.0,38.0,32.0,9.0,0.0,0.0,0.0,0.0
652,אסקול ,5.0,37.0,28.0,1.0,0.0,0.0,0.0,0.0
653,אפ פון ,9.0,36.0,29.0,2.0,0.0,0.0,0.0,0.0
654,קדמה קפה ,16.0,36.0,28.0,6.0,0.0,0.0,0.0,0.0
655,גלילון ,9.0,34.0,29.0,2.0,0.0,0.0,0.0,0.0
656,בנדה קוסמטיקס ,7.0,32.0,28.0,4.0,0.0,0.0,0.0,0.0
657,די סי טק ,13.0,31.0,26.0,2.0,0.0,0.0,0.0,0.0
658,הידרו סיסטמס ,11.0,31.0,24.0,3.0,0.0,0.0,0.0,0.0
659,ספורה ,13.0,30.0,24.0,1.0,0.0,0.0,0.0,0.0
660,סטריאו שופ ,16.0,29.0,21.0,1.0,0.0,0.0,0.0,0.0
661,סמבירא 1954 ,13.0,28.0,25.0,2.0,0.0,0.0,0.0,0.0
662,רונבי ,18.0,26.0,23.0,2.0,0.0,0.0,0.0,0.0
663,קפה לנדוור ,10.0,26.0,25.0,2.0,0.0,0.0,0.0,0.0
664,kollbox הכל לבית עד הבית ,3.0,26.0,23.0,5.0,0.0,0.0,0.0,0.0
665,מטרומדיה ,20.0,25.0,23.0,0.0,0.0,0.0,0.0,0.0
666,אול פרודקט ,8.0,25.0,23.0,2.0,0.0,0.0,0.0,0.0
667,אקווהלינק ,8.0,25.0,3.0,0.0,0.0,0.0,0.0,0.0
668,נט פרינט ,17.0,24.0,21.0,1.0,0.0,0.0,0.0,0.0
669,אקו ריהוט ,12.0,24.0,20.0,1.0,0.0,0.0,0.0,0.0
670,hdsale ,11.0,24.0,20.0,1.0,0.0,0.0,0.0,0.0
671,מסטרפרייס ,9.0,23.0,20.0,19.0,0.0,0.0,0.0,0.0
672,ספורט אדיר ,8.0,22.0,12.0,1.0,0.0,0.0,0.0,0.0
673,פיצ פקעס ,13.0,21.0,18.0,1.0,0.0,0.0,0.0,0.0
674,הכל כאן ,9.0,21.0,17.0,1.0,0.0,0.0,0.0,0.0
675,תכשיטי שילת ,7.0,21.0,18.0,1.0,0.0,0.0,0.0,0.0
676,המקום של חני ,14.0,20.0,19.0,7.0,0.0,0.0,0.0,0.0
677,מרכז הצעצועים ,8.0,20.0,12.0,2.0,0.0,0.0,0.0,0.0
678,סמארט טק ,5.0,20.0,17.0,3.0,0.0,0.0,0.0,0.0
679,מדפסות ועוד ,19.0,19.0,17.0,1.0,0.0,0.0,0.0,0.0
680,ProSafety ,6.0,19.0,12.0,0.0,0.0,0.0,0.0,0.0
681,Bzr Trade ,8.0,18.0,14.0,6.0,0.0,0.0,0.0,0.0
682,דיימונד פקטורי ,23.0,17.0,12.0,0.0,0.0,0.0,0.0,0.0
683,חן אופן ,12.0,17.0,14.0,0.0,0.0,0.0,0.0,0.0
684,אופיס סטייל ,12.0,17.0,12.0,5.0,0.0,0.0,0.0,0.0
685,וי קר V Care ,7.0,17.0,14.0,3.0,0.0,0.0,0.0,0.0
686,אופנוסנטר ,15.0,16.0,12.0,4.0,0.0,0.0,0.0,0.0
687,החתול והכלב ,13.0,16.0,14.0,1.0,0.0,0.0,0.0,0.0
688,קוסמוס ,19.0,15.0,12.0,2.0,0.0,0.0,0.0,0.0
689,עולם של כלבים ,10.0,15.0,14.0,1.0,0.0,0.0,0.0,0.0
690,מאני תקשורת ,8.0,15.0,15.0,3.0,0.0,0.0,0.0,0.0
691,ביליג ,9.0,15.0,14.0,0.0,0.0,0.0,0.0,0.0
692,ס מדיק ,8.0,15.0,7.0,3.0,0.0,0.0,0.0,0.0
693,טי סי אס תבונה ,7.0,15.0,1.0,1.0,0.0,0.0,0.0,0.0
694,סמארט טויס ,6.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0
695,א שופ ,17.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0
696,ווטרפיור ,16.0,14.0,11.0,6.0,0.0,0.0,0.0,0.0
697,מים פור יו ,17.0,13.0,9.0,12.0,0.0,0.0,0.0,0.0
698,בן החיות ,15.0,13.0,0.0,2.0,0.0,0.0,0.0,0.0
699,HD Toner ,12.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0
700,hd1 ,11.0,13.0,11.0,2.0,0.0,0.0,0.0,0.0
701,עידן הקרמיקה ,11.0,13.0,9.0,4.0,0.0,0.0,0.0,0.0
702,צלול טיהור וסינון מים ,17.0,12.0,9.0,12.0,0.0,0.0,0.0,0.0
703,עולם המים ,16.0,12.0,11.0,10.0,0.0,0.0,0.0,0.0
704,הום גארד ,9.0,12.0,6.0,1.0,0.0,0.0,0.0,0.0
705,אופני איתי ,9.0,12.0,6.0,3.0,0.0,0.0,0.0,0.0
706,לפטופ אנרג י ,7.0,12.0,7.0,2.0,0.0,0.0,0.0,0.0
707,ZE ZE ,6.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0
708,ס כחילה ,18.0,12.0,8.0,6.0,0.0,0.0,0.0,0.0
709,רם קרינסקי סוכנויות ,20.0,11.0,10.0,5.0,0.0,0.0,0.0,0.0
710,פניקה רהיטים ,13.0,10.0,6.0,3.0,0.0,0.0,0.0,0.0
711,Booom ,12.0,10.0,4.0,5.0,0.0,0.0,0.0,0.0
712,אור לי תעשיות עץ ,10.0,10.0,9.0,2.0,0.0,0.0,0.0,0.0
713,MD Energy ,7.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0
714,מדיה גיים ,19.0,9.0,9.0,3.0,0.0,0.0,0.0,0.0
715,קופי אקספרס ,13.0,9.0,6.0,5.0,0.0,0.0,0.0,0.0
716,קואלה פתרונות מיחזור ,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0
717,קוסמטיקל ,9.0,9.0,7.0,1.0,0.0,0.0,0.0,0.0
718,סקס פלאנט ,7.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0
719,המעבדה ,6.0,9.0,7.0,2.0,0.0,0.0,0.0,0.0
720,יויו דיגיטל ,4.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0
721,יודאיקה סיטי ,11.0,8.0,7.0,1.0,0.0,0.0,0.0,0.0
722,שרון רייכטר ,10.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0
723,לבמוטורס ,7.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0
724,לפטופ רחובות ,7.0,8.0,0.0,5.0,0.0,0.0,0.0,0.0
725,טבע כל ,7.0,8.0,7.0,1.0,0.0,0.0,0.0,0.0
726,WebPrice ,5.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0
727,IRobot ,14.0,7.0,7.0,6.0,0.0,0.0,0.0,0.0
728,LaptopOutlet ,8.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0
729,עגלולים ,10.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0
730,בי אם ישראל ,7.0,7.0,6.0,3.0,0.0,0.0,0.0,0.0
731,Baden Israel ,5.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0
732,פאנל כחול לבן ,3.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0
733,Top Luggage ,9.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0
734,הכללשיער ,11.0,7.0,5.0,1.0,0.0,0.0,0.0,0.0
735,North Point ,4.0,7.0,5.0,1.0,0.0,0.0,0.0,0.0
736,Print N go ,3.0,7.0,3.0,2.0,0.0,0.0,0.0,0.0
737,צ יפר ,19.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0
738,ברנינה שופס ,17.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0
739,מיי דיגיטלס ,13.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0
740,אופיס אינק ,10.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0
741,all karcher ,9.0,6.0,5.0,3.0,0.0,0.0,0.0,0.0
742,אקווה בלו ,8.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0
743,פרגולנדשופ ,7.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0
744,קיטשן מרקט ,6.0,6.0,3.0,6.0,0.0,0.0,0.0,0.0
745,corona safe ,3.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0
746,מ ט ר ,15.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
747,מרכז התפירה ,15.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0
748,רב חבל מתקני כביסה ,12.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0
749,אהבה ותשוקה ,11.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0
750,משכן התכלת ,7.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0
751,רביד קוסמטיקס ,7.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0
752,WatchStore Co Il ,7.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0
753,אבונפחא ,2.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0
754,סופרליין ,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
755,WineBar ,18.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0
756,אלטיים אורלוגין ,15.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0
757,בי סייפטי ,13.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0
758,Scoot קורקינטים ,11.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0
759,WaterFun ,11.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0
760,דיגי דיגי ,13.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0
761,סמארט גרף ,9.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0
762,החוויה היבואן ,9.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0
763,אלכס מערכות קולנוע ,8.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
764,מרכז המוצרים ,8.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0
765,פלאשופ ,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0
766,רוית בר און ,7.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0
767,ריפלס ,5.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0
768,גלי אקספרס ,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0
769,מרכז הסטנדר ,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
770,Fun Sex ,4.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0
771,פיוצ ר אודיו וידאו ,13.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0
772,עם האדמה ,12.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
773,SportGear ,11.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0
774,אלקטרוגז ,7.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0
775,אייר קור ,9.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0
776,פנצ ריית דורון לדרך ,8.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0
777,אותנטי ,8.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0
778,Bpatent ,7.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0
779,Tech 10 ,7.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
780,Body HD ,7.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0
781,Lex System ,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
782,סיגר קלאב ,6.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
783,ארנקי עמנואל ,5.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0
784,Deals4All ,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
785,עודד אלקטרוניקה ,5.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0
786,טבע החיים ,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0
787,הום טכני ,4.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0
788,מכניק ,18.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
789,מחקר ,18.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
790,gagon ,8.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0
791,קוסמוטרייד ,13.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
792,אול סטאר ,12.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
793,פרוטק סטור ,12.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
794,רודי ,11.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
795,גרין האוס ,11.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
796,קופר ,9.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0
797,לייזר אמג ין ,9.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0
798,טאגור סנטר ,8.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
799,אחראי מצברים ,8.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
800,זיו בריכות שחיה ,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
801,פלמט ,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
802,רביב אלקטריק ,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
803,אודיו וידאו קונקשן ,6.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0
804,למבוגר ,6.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
805,EShower ,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
806,סיטיראנר ,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
807,MusicMart ,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
808,יופילי ,4.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
809,מכנומיקס ,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0
810,XGaming ,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
811,דניאל בייבי ,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
812,מאיר המהיר ,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
813,זד בי אם ,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
814,תפירה ,16.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
815,שזם ,15.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
816,לנדרסשופ ,13.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
817,סורין אלקטרוניקה ,12.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
818,לאקן ,12.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
819,ברגהוף ,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
820,טויז4פאן ,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
821,justsport ,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
822,מתניה ,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
823,סוכות הדר ,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
824,וילנצי ק ובניו ,10.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
825,פילטרז ,9.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
826,Swingfans ,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
827,JOOL ME ,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
828,סלולר FIX ,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
829,ווינקיפר ,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
830,וואט 1 ,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
831,דיזיין רהיטי מעצבים ,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
832,טרה פרינט ,9.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
833,בסט בייק סנטר ,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
834,מטרה משרדית ,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
835,רלקס מרקט ,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
836,כספות מגן ישראל ,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
837,שרות לחלון ,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
838,Hobbix ,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
839,צמיגי המוביל ,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
840,ברקוט ספשיאליסט ,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
841,דוקטור פון ,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
842,המרכז הישראלי למיכלי הדחה ,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
843,טופ קומרס ,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
844,טרמו סטאר ,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
845,ראש ,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
846,וולקנו ,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
847,קרח הארץ ,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
848,אופטיקה איי סי ,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
849,מרקו קרמיקה אונליין ,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
850,מכשיר ביתי לטיפול בכאבים ,3.0,1.0,70.0,0.0,0.0,0.0,0.0,0.0
851,טופ אופיס ,3.0,1.0,94.0,0.0,0.0,0.0,0.0,0.0
852,קופי קייק ,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
853,בסט פיקס ,2.0,1.0,818.0,0.0,0.0,0.0,0.0,0.0
854,שרוליק ובוקסאיל ,5.0,71.0,67.0,1.0,1.0,2.0,3.0,10.0
855,מיינדקס ,5.0,95.0,35.0,0.0,0.0,0.0,0.0,5.0
856,פלומה ,2.0,1.0,67.0,0.0,1.0,1.0,1.0,1.0
857,אור פי סי ,12.0,844.0,58.0,26.0,0.0,15.0,27.0,50.0
858,צוציק ,8.0,633.0,45.0,10.0,1.0,10.0,16.0,24.0
859,קומפ מאסטר ,5.0,9.0,56.0,1.0,1.0,1.0,4.0,7.0
860,לוחמים ישראל ,10.0,10.0,39.0,1.0,0.0,0.0,0.0,0.0
861,וי ג י אס ,18.0,432.0,62.0,8.0,0.0,0.0,0.0,2.0
862,מוביסנטר ,12.0,395.0,70.0,19.0,0.0,0.0,7.0,17.0
863,דיל קוסמטיקס ,7.0,324.0,72.0,4.0,0.0,0.0,0.0,6.0
864,מדי לינק פארם ,13.0,319.0,66.0,26.0,0.0,0.0,0.0,1.0
865,שכטר מוזיקה ,11.0,259.0,63.0,19.0,0.0,0.0,0.0,1.0
866,שואו רומז ,7.0,173.0,59.0,2.0,0.0,0.0,4.0,18.0
867,סופרין ,8.0,154.0,72.0,39.0,0.0,0.0,0.0,1.0
868,2Hair ,10.0,146.0,42.0,2.0,0.0,4.0,12.0,19.0
869,מאסטר ספורט ,17.0,143.0,64.0,4.0,0.0,0.0,0.0,20.0
870,שרות המומחים ,15.0,88.0,60.0,6.0,0.0,0.0,0.0,4.0
871,אלפיין סטייל ,9.0,54.0,54.0,8.0,0.0,0.0,2.0,2.0
872,ג י מובייל G mobile ,7.0,52.0,52.0,1.0,0.0,0.0,0.0,1.0
873,אגרוטכניק ,16.0,40.0,64.0,1.0,0.0,0.0,0.0,1.0
874,גלי קור ,10.0,38.0,55.0,1.0,0.0,0.0,0.0,1.0
875,firstech ,2.0,37.0,45.0,0.0,0.0,0.0,0.0,29.0
876,מקס דיגיטל ,2.0,29.0,55.0,0.0,0.0,0.0,0.0,9.0
877,דיירקט לעסקים ,3.0,27.0,49.0,1.0,0.0,4.0,5.0,6.0
878,חלומות ,14.0,26.0,56.0,0.0,0.0,0.0,0.0,2.0
879,ארדנט ספורט ,8.0,22.0,59.0,3.0,0.0,0.0,1.0,1.0
880,MMobile ,2.0,8.0,62.0,0.0,0.0,0.0,3.0,7.0
881,ממלכת המזוודות ,8.0,4.0,64.0,2.0,0.0,1.0,1.0,1.0
882,פרפקט פון ,1.0,4.0,27.0,0.0,0.0,0.0,0.0,2.0
883,BGPC ,7.0,3.0,57.0,0.0,0.0,0.0,0.0,2.0
884,סמארטי ,2.0,3.0,60.0,0.0,0.0,0.0,0.0,1.0
885,Homax ,1.0,1.0,51.0,0.0,0.0,0.0,0.0,1.0
886,מחמד במושב ,3.0,1.0,60.0,0.0,0.0,0.0,0.0,1.0
887,וואטסאפ פון ,1.0,1.0,58.0,0.0,0.0,0.0,0.0,1.0
888,Primeson ,1.0,1.0,37.0,0.0,0.0,0.0,0.0,1.0
889,עמוס חומרי בניין ,1.0,1.0,50.0,0.0,0.0,0.0,0.0,1.0
890,אוראל פון ,1.0,1.0,62.0,0.0,0.0,0.0,0.0,1.0
891,I TOOLS ,1.0,1.0,38.0,0.0,0.0,0.0,0.0,1.0
892,אמפראל ,17.0,518.0,56.0,89.0,0.0,3.0,4.0,17.0
893,ביג סליפר ,7.0,74.0,57.0,0.0,0.0,1.0,5.0,7.0
894,אורית לוי ,2.0,15.0,57.0,1.0,0.0,0.0,0.0,13.0
895,חשמל ניסני בע מ ,9.0,238.0,49.0,44.0,0.0,1.0,12.0,46.0
896,רשת גיים סטיישן ,17.0,360.0,45.0,56.0,0.0,0.0,1.0,10.0
897,שובר מחיר ,8.0,73.0,54.0,21.0,0.0,0.0,0.0,4.0
898,סלנט שירותי מחשוב ,1.0,79.0,49.0,17.0,0.0,13.0,45.0,61.0
899,PixCell ,2.0,14.0,48.0,1.0,0.0,0.0,0.0,3.0
900,הכל לבית ולגן ,10.0,573.0,56.0,17.0,0.0,0.0,0.0,2.0
901,Otzma Team ,4.0,148.0,43.0,15.0,0.0,0.0,0.0,3.0
902,מחסני היבואן ,10.0,116.0,53.0,7.0,0.0,0.0,2.0,4.0
903,פאסט שופ ,4.0,125.0,53.0,17.0,0.0,0.0,0.0,6.0
904,פ ל א כלי עבודה ,2.0,7.0,36.0,4.0,0.0,0.0,2.0,2.0
905,Buy America ,13.0,230.0,46.0,34.0,0.0,0.0,0.0,1.0
906,אס מובייל ,2.0,5.0,53.0,1.0,0.0,0.0,0.0,0.0
907,אלקטריק טי אס בע מ ,3.0,19.0,34.0,17.0,0.0,1.0,1.0,1.0
908,אלון מחשבים ,11.0,248.0,33.0,11.0,0.0,0.0,0.0,0.0
909,אוורסט ספורט ,15.0,227.0,38.0,13.0,0.0,0.0,0.0,0.0
910,דראגסטור ,19.0,98.0,44.0,16.0,0.0,0.0,0.0,0.0
911,Groo ,5.0,58.0,51.0,57.0,0.0,0.0,0.0,0.0
912,פרטנר ,6.0,12.0,47.0,11.0,0.0,0.0,0.0,0.0
913,טאפ דיזיין ,3.0,7.0,46.0,6.0,0.0,0.0,0.0,0.0
914,כלבו בר אילן ,2.0,2.0,35.0,2.0,0.0,0.0,0.0,0.0
915,סמארט מובייל אונליין ,3.0,2.0,39.0,1.0,0.0,0.0,0.0,0.0
916,All in one ,2.0,2.0,45.0,1.0,0.0,0.0,0.0,0.0
917,מגה בורד ,10.0,1.0,49.0,1.0,0.0,0.0,0.0,0.0
918,קופידיל ,10.0,969.0,46.0,235.0,0.0,0.0,0.0,0.0
919,פוטופילם ,19.0,853.0,46.0,61.0,0.0,0.0,0.0,0.0
920,ברקום מעבדות ,15.0,760.0,48.0,8.0,0.0,0.0,0.0,0.0
921,WALKIN ,14.0,756.0,28.0,14.0,0.0,0.0,0.0,0.0
922,דה פון האוס ,10.0,664.0,29.0,140.0,0.0,0.0,0.0,0.0
923,קאמרה מיה ,16.0,629.0,44.0,47.0,0.0,0.0,0.0,0.0
924,החשמל של המדינה ,13.0,588.0,35.0,173.0,0.0,0.0,0.0,0.0
925,גאדג ט דילס ,13.0,586.0,39.0,94.0,0.0,0.0,0.0,0.0
926,טייר דיל ,10.0,518.0,32.0,12.0,0.0,0.0,0.0,0.0
927,אי ביי ,19.0,493.0,24.0,93.0,0.0,0.0,0.0,0.0
928,קמפינג שופ ,10.0,493.0,42.0,9.0,0.0,0.0,0.0,0.0
929,לינדו ,16.0,492.0,37.0,5.0,0.0,0.0,0.0,0.0
930,נט מובייל ,11.0,472.0,41.0,143.0,0.0,0.0,0.0,0.0
931,סמארט פון ,12.0,438.0,46.0,84.0,0.0,0.0,0.0,0.0
932,טלבוקס ,8.0,437.0,45.0,91.0,0.0,0.0,0.0,0.0
933,קאמרה פור לס ,20.0,422.0,44.0,66.0,0.0,0.0,0.0,0.0
934,אייל פרץ מוצרי חשמל ,9.0,370.0,44.0,22.0,0.0,0.0,0.0,0.0
935,פלאקום ,12.0,351.0,38.0,35.0,0.0,0.0,0.0,0.0
936,פנדה ,21.0,333.0,14.0,49.0,0.0,0.0,0.0,0.0
937,מולטי שופ ,13.0,327.0,43.0,56.0,0.0,0.0,0.0,0.0
938,גיים הוט ,12.0,319.0,40.0,93.0,0.0,0.0,0.0,0.0
939,יש פור יו ,18.0,306.0,39.0,8.0,0.0,0.0,0.0,0.0
940,Camel Mountain ,8.0,281.0,34.0,21.0,0.0,0.0,0.0,0.0
941,מיי פון ,7.0,276.0,40.0,18.0,0.0,0.0,0.0,0.0
942,MOBI ,10.0,272.0,22.0,52.0,0.0,0.0,0.0,0.0
943,בייבי סתיו ,13.0,264.0,39.0,14.0,0.0,0.0,0.0,0.0
944,מקס פארם ,9.0,250.0,41.0,11.0,0.0,0.0,0.0,0.0
945,גינה פלוס ,14.0,249.0,38.0,48.0,0.0,0.0,0.0,0.0
946,אלקטרולנד ,12.0,244.0,41.0,31.0,0.0,0.0,0.0,0.0
947,פי סי פור יו ,20.0,239.0,40.0,20.0,0.0,0.0,0.0,0.0
948,זה להיט ,11.0,233.0,32.0,21.0,0.0,0.0,0.0,0.0
949,בייבי זול ,9.0,220.0,30.0,5.0,0.0,0.0,0.0,0.0
950,אופיסר ,21.0,214.0,14.0,11.0,0.0,0.0,0.0,0.0
951,סמגל אלקטריק ,20.0,204.0,34.0,21.0,0.0,0.0,0.0,0.0
952,נוט בוק קלאב ,19.0,204.0,39.0,24.0,0.0,0.0,0.0,0.0
953,אומגה פונס ,18.0,201.0,32.0,41.0,0.0,0.0,0.0,0.0
954,פלייגיים ,16.0,194.0,33.0,38.0,0.0,0.0,0.0,0.0
955,אניפט ,9.0,192.0,35.0,32.0,0.0,0.0,0.0,0.0
956,מגה מחסני מחשב ,9.0,191.0,17.0,33.0,0.0,0.0,0.0,0.0
957,שוברת שוק ,11.0,186.0,38.0,12.0,0.0,0.0,0.0,0.0
958,אופיס דיפו ,15.0,185.0,30.0,98.0,0.0,0.0,0.0,0.0
959,זולפרייס ,17.0,178.0,36.0,20.0,0.0,0.0,0.0,0.0
960,טופ סלולאר ,12.0,177.0,33.0,42.0,0.0,0.0,0.0,0.0
