,Store Name,Age,Comments Count,Positive Rating,Negative Rating,Last month,Last3Month,Last6Month,Last Year
1597,Big PC ,8.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0
1598,טאס ישראל ,8.0,7.0,0.0,6.0,0.0,0.0,0.0,0.0
1599,ביי פרפיום ,6.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0
1600,בית החרמון ,5.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0
1601,Arion Mobility ,4.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0
1602,אנימל שופ ,3.0,7.0,4.0,5.0,0.0,0.0,0.0,0.0
1603,א ע מ הספקה טכנית ,3.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0
1604,המתקין ,3.0,7.0,2.0,6.0,0.0,0.0,0.0,0.0
1605,זום פור יו ,20.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
1606,בר עזוז ,20.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0
1607,צמצם ,1.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0
1608,הכל לגן ,17.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0
1609,שופ דיל ,17.0,6.0,4.0,3.0,0.0,0.0,0.0,0.0
1610,ביג מול ,16.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0
1611,מיוזיק קום ,17.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0
1612,פורטאבל ,16.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0
1613,איי סי יו ,15.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0
1614,פריק מולטימדיה ,15.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0
1615,אולרים ,14.0,6.0,4.0,3.0,0.0,0.0,0.0,0.0
1616,איזון לחיים ,14.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0
1617,אופטיק דורון ,14.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0
1618,דישס שופ ,14.0,6.0,3.0,4.0,0.0,0.0,0.0,0.0
1619,שופלה ,14.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0
1620,פוטו פאסט ,13.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
1621,אפיק 2 ,13.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0
1622,הפיראט האדום ,13.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0
1623,אופטיקנה ,13.0,6.0,4.0,5.0,0.0,0.0,0.0,0.0
1624,אינקו ,13.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0
1625,באטרפליי פרו ,13.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0
1626,קאדנס ,12.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0
1627,שקד החשמל ,14.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0
1628,ספורטק ,14.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0
1629,השולחן הירוק ,11.0,6.0,2.0,6.0,0.0,0.0,0.0,0.0
1630,פוטו פריזמה ,11.0,6.0,4.0,3.0,0.0,0.0,0.0,0.0
1631,מציאס מחשבים ,11.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0
1632,מסעות ,11.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0
1633,Adin Is Natural ,11.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0
1634,Less4us ,11.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0
1635,הום סטור ,10.0,6.0,3.0,2.0,0.0,0.0,0.0,0.0
1636,לחבר שלי שתולים ,10.0,6.0,4.0,5.0,0.0,0.0,0.0,0.0
1637,מזרנים NET ,9.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0
1638,טליסול ,9.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0
1639,YalaShop ,8.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0
1640,סמארט קום ,8.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0
1641,iShare ,7.0,6.0,4.0,6.0,0.0,0.0,0.0,0.0
1642,טכטיקה ,7.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0
1643,אודיו אקוסטיקס ,8.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0
1644,ספורטיב ,6.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0
1645,אור וצבע ,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0
1646,אלגומה שופ ,6.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0
1647,הוט פרייס ,6.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0
1648,חשמל על ,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
1649,Pharmers ,7.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0
1650,Super phone ,5.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0
1651,ספורטגום 24 ,5.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0
1652,כהן סנטר ,5.0,6.0,3.0,2.0,0.0,0.0,0.0,0.0
1653,יעקב מלכה בע מ ,5.0,6.0,3.0,5.0,0.0,0.0,0.0,0.0
1654,SemiPro ,5.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0
1655,שילה מחשבים ,4.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0
1656,VTV חשמל ,4.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0
1657,Gadget ,3.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0
1658,בוקשפן פתרונות ,3.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0
1659,אופיס ג ט ישראל ,3.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0
1660,אפקטיב פתרונות לבית שלך ,2.0,6.0,3.0,2.0,0.0,0.0,0.0,0.0
1661,קומפיוטר לנד ,20.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0
1662,טבע ספורט קסטל ,19.0,5.0,2.0,4.0,0.0,0.0,0.0,0.0
1663,פדלים ,19.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0
1664,המומחים לבריאות השינה ,19.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0
1665,סינמה פרדיסו ,13.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0
1666,מריונט ,19.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0
1667,תיק קום ,18.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0
1668,קומפשופ ,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
1669,סיטקום ,18.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0
1670,טכנו קומפ ,17.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1671,ביליארד סנטר ,17.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
1672,אר סי אל ,17.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0
1673,ok systems ,17.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0
1674,במבילה ,15.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0
1675,זום טו פוטו ,16.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0
1676,זול ,16.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0
1677,קידס מול ,16.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0
1678,אי גורו ,16.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0
1679,וי אן פי ,16.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1680,עירית פולימרים ,15.0,5.0,2.0,5.0,0.0,0.0,0.0,0.0
1681,מול פור יו ,15.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0
1682,רויאל שופס ,15.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0
1683,200000 ,15.0,5.0,3.0,5.0,0.0,0.0,0.0,0.0
1684,בייבילון וודליין ,15.0,5.0,1.0,5.0,0.0,0.0,0.0,0.0
1685,קניתי ,15.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0
1686,המחסן לבית ,14.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0
1687,פרסקונט ,14.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0
1688,חשמל פור יו ,14.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0
1689,הכלי ,13.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0
1690,רשת ענק המחשבים ,13.0,5.0,2.0,5.0,0.0,0.0,0.0,0.0
1691,נייד פור יו ,12.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0
1692,גנרל פיטנס ,12.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0
1693,סטופגיימס ,11.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0
1694,גולד פון ,11.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0
1695,yourstore ,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1696,ביג סל ,11.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0
1697,cigarka ,11.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0
1698,איתכם בשטח ,11.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0
1699,ביוטי ליידי ,11.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0
1700,fits4U ,10.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0
1701,שגב אלקטריק ,10.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0
1702,מיתון ,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1703,פילטר זול ,10.0,5.0,1.0,5.0,0.0,0.0,0.0,0.0
1704,TimeSquare ,10.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
1705,סטוקי ,9.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0
1706,ג ט קופי ,8.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0
1707,גראנד סטור ,9.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0
1708,מיי שופ ,9.0,5.0,1.0,5.0,0.0,0.0,0.0,0.0
1709,רבס טלקום ,9.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0
1710,Black Price ,8.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0
1711,גובה פרו ,8.0,5.0,2.0,4.0,0.0,0.0,0.0,0.0
1712,אין תחרות ,8.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0
1713,אלף מדיה ,8.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0
1714,גלובלפון אי אל ,7.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0
1715,קרבר אופטיקס ,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1716,אודיו קונספט ,7.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0
1717,AVmarket ,7.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0
1718,בייבי פלאנט ,7.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0
1719,מורטק ,7.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0
1720,טרופיקל פיש ,6.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0
1721,אורנג נס ,6.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0
1722,תיק תק אילת ,6.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0
1723,My Grill ,6.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0
1724,פרמיום אלקטריק ,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0
1725,House Design ,5.0,5.0,3.0,5.0,0.0,0.0,0.0,0.0
1726,נייס דרייב ,7.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
1727,יצחק חבוב ,4.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0
1728,מקס בייבי ,4.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0
1729,N Y N ,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1730,Alala ,3.0,5.0,3.0,4.0,0.0,0.0,0.0,0.0
1731,Nanox ,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0
1732,Crazy Buy ,2.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0
1733,צומת ספרים ,19.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0
1734,למטייל ,23.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0
1735,SLG מערכות ,21.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
1736,אנטר נט ,19.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0
1737,מ י מערכות ,19.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
1738,לייזר סיטי ,19.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1739,זוהר תקשורת ,19.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0
1740,MGSH ,18.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
1741,קלוק סנטר ,18.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0
1742,פי סי פור סייל ,18.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
1743,ספורט מיכלין ,18.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0
1744,חשמלית ,18.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0
1745,פוטו טק ,17.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0
1746,ח ד הום סינמה בע מ ,18.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0
1747,אקווה ספרינג ,17.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
1748,טלמודה ,17.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0
1749,מגע אש ,17.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0
1750,קוטק ,17.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0
1751,אפטר גיימס ,16.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0
1752,פיק פור מי ,16.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0
1753,בוטן ,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1754,ג י לבס ,16.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0
1755,פי סאונד ,16.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0
1756,נקסט גיים 1 ,16.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0
1757,די פיקסל ,16.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0
1758,טכנו כל ,15.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0
1759,שופ פור לס ,15.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1760,אייטם ,15.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1761,RD Israel ,15.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0
1762,gadgets4less ,15.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0
1763,טיקה ליין ,15.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
1764,קינג דיויד ,14.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0
1765,צ יפ שופ ,15.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0
1766,סידי סופט ,14.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0
1767,ד ס שרותים ,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1768,פילטרשופ ,14.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0
1769,מגה שופ אונליין ,14.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0
1770,גרזן ,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1771,אבי שושן ,14.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0
1772,גאדג ט לייף ,14.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0
1773,ליאם ,14.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
1774,בוב סאונד ,14.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
1775,ג אסט אייפון ,14.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0
1776,שופ פורטל ,13.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0
1777,דיירקט 2000 ,13.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0
1778,Big Buy ,13.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0
1779,זלדה ,13.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
1780,ניו אופיקס ,14.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0
1781,גרנדטק ,13.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0
1782,TopHD ,13.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
1783,wiishop ,13.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
1784,2bay ,13.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0
1785,ננוטק ,13.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0
1786,נייד ישיר ,12.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0
1787,רואים ורוד ,12.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
1788,רילטיים סלולאר ,12.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0
1789,קונים 24 7 ,12.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
1790,סולאר סנטר ,12.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
1791,טוטאל טויס ,12.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
1792,בית המפתח ,12.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0
1793,טק זון ,12.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
1794,איניטל ,11.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
1795,מגע ,12.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
1796,2cover ,12.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0
1797,פייס מובייל ,11.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0
1798,בסט צ וייס ,11.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0
1799,פנתר טכנולוגיות ,11.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
1800,אלקטרו אופן ,11.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
1801,ענק הסלולאר ,11.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0
1802,אופיס אונליין ,10.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0
1803,מובייל וואן ,10.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
1804,סופר לינק ,7.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0
1805,רנטקס ,10.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0
1806,The Stock ,10.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
1807,איזיפון ,10.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0
1808,אמור ,10.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
1809,טוי טוי ,10.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0
1810,מטרובייק ,9.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0
1811,סטון השרון ,9.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
1812,חשמל אדיר ,9.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0
1813,טויז ,9.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
1814,פרי סל ,8.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0
1815,בי אייפון ,8.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
1816,גליבי ,8.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0
1817,גולדן מור ,7.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0
1818,GATO ,7.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
1819,B4Upay ,7.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
1820,Look ,15.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0
1821,WeShoes ,4.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0
1822,טיק טיים ,6.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
1823,MyCellular ,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1824,דיו בזול ,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1825,מרקט פון ,5.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
1826,בייבי פייס ,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
1827,ברקו שופ ,5.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
1828,מלפפון אול מוביי ,5.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0
1829,פי סי גיימר ,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1830,רדיו אורון ,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1831,ספורט אונליין ,3.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0
1832,מרכז הדילים ,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1833,מדפסת ,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1834,מיזוג אלפגה ,16.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
1835,קאמרה קלאב ,19.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
1836,פי סי דיפו ,16.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
1837,פאוור אלקטריק ,19.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1838,ארט מיוזיק ,19.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
1839,טקמוד ,18.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
1840,יגב ,18.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0
1841,שלמון שרותי מחשוב ,18.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
1842,ארגושופ ,13.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0
1843,מגה דיל ,17.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
1844,איזי דיל ,17.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
1845,נובה מרין ,17.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0
1846,סילק ווי ,17.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
1847,מרתף העודפים ,14.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0
1848,ויטמין גלובל ,15.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
1849,משהו אחר ,16.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0
1850,סנד פלאוורס ,16.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0
1851,פאנקי די ג יי ,16.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1852,שרון מערכות לרכב ,16.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
1853,קיי אודיו ,16.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1854,אמינות פור יו ,16.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0
1855,אול סטוק נאו ,16.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
1856,סקיור טק ,16.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1857,באי קאמרה ,15.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
1858,פאזלנד ,19.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0
1859,בושם נט ,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1860,HPC Tech ,15.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
1861,קונטקט לנס ,15.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0
1862,גלובל רהיטים ,15.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0
1863,מור מחשבים ,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1864,נט סטור ,14.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
1865,vecom ,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1866,יהב מחשבים ,14.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0
1867,מרכז שורשים ,14.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0
1868,קוגל שופס ,14.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0
1869,ל ד סיסטמס ,14.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
1870,מחסן גיטרות ,14.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
1871,pcsp ,14.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0
1872,רול שופ ,14.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
1873,פוטו לזר ,14.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
1874,HDStore ,14.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
1875,פי סי די סי ,14.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
1876,pcland ,15.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0
1877,פוטוגני ,13.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
1878,איירבוקס ,13.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0
1879,ביוטינט ,13.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
1880,טופשופס ,13.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0
1881,aZone ,13.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0
1882,jdmart ,13.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0
1883,לאפטופ פאוור ,12.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0
1884,שופ 69 ,12.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0
1885,טופדוג ,12.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0
1886,pixi ,12.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0
1887,x games ,12.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0
1888,שלו שיווק ,11.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
1889,אפטק ,12.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
1890,א א המיכון הנכון ,11.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0
1891,הום גרדן ,11.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0
1892,קידסשופ ,11.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0
1893,טכנו טופ ,11.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0
1894,יודאיקה פור יו ,11.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
1895,מיי אופיס אונליין ,11.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0
1896,טק 1 ,11.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0
1897,פריאון שופ ,11.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0
1898,מטפלים שופ ,11.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0
1899,נט פון ,11.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0
1900,ראם ספורט ,11.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0
1901,hishop ,11.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
1902,מאמילק ,11.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
1903,אלסקה קור ,11.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
1904,קיט שופ ,10.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0
1905,סים תקשורת ,10.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
1906,שופר טק ,9.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
1907,פלאקאר ,9.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
1908,allheadsets ,9.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
1909,פי סי אאוטלט ,9.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0
1910,b r phone ,9.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
1911,וויט גולד ,9.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
1912,רויאל קומפורט ,9.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0
1913,ג ניוס לאב ,9.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
1914,מאור המפרץ ,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1915,בי אנד אם מחשבים ,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
