,Store Name,Age,Comments Count,average rate,Positive Rating,Negative Rating,Last month,Last3Month,Last6Month,Last Year
3856,,13,0,,,,,,,
3857,,13,0,,,,,,,
3858,,13,0,,,,,,,
3859,,13,0,,,,,,,
3860,,13,0,,,,,,,
3861,,14,0,,,,,,,
3862,,13,0,,,,,,,
3863,,13,0,,,,,,,
3864,,13,0,,,,,,,
3865,,13,0,,,,,,,
3866,,13,0,,,,,,,
3867,,13,0,,,,,,,
3868,,13,0,,,,,,,
3869,,13,0,,,,,,,
3870,,13,0,,,,,,,
3871,,13,0,,,,,,,
3872,,14,0,,,,,,,
3873,,13,0,,,,,,,
3874,,13,0,,,,,,,
3875,,13,0,,,,,,,
3876,,13,0,,,,,,,
3877,,13,0,,,,,,,
3878,,13,0,,,,,,,
3879,,11,0,,,,,,,
3880,,13,0,,,,,,,
3881,,13,0,,,,,,,
3882,,13,0,,,,,,,
3883,,13,0,,,,,,,
3884,,,0,,,,,,,
3885,,13,0,,,,,,,
3886,,13,0,,,,,,,
3887,,13,0,,,,,,,
3888,,13,0,,,,,,,
3889,,13,0,,,,,,,
3890,,15,0,,,,,,,
3891,,13,0,,,,,,,
3892,,13,0,,,,,,,
3893,,13,0,,,,,,,
3894,,13,0,,,,,,,
3895,,13,0,,,,,,,
3896,,13,0,,,,,,,
3897,,13,0,,,,,,,
3898,,13,0,,,,,,,
3899,,13,0,,,,,,,
3900,,13,0,,,,,,,
3901,,13,0,,,,,,,
3902,,13,0,,,,,,,
3903,,13,0,,,,,,,
3904,,13,0,,,,,,,
3905,,13,0,,,,,,,
3906,,,0,,,,,,,
3907,,13,0,,,,,,,
3908,,13,0,,,,,,,
3909,,13,0,,,,,,,
3910,,13,0,,,,,,,
3911,,13,0,,,,,,,
3912,,2,0,,,,,,,
3913,,13,0,,,,,,,
3914,,13,0,,,,,,,
3915,,13,0,,,,,,,
3916,,13,0,,,,,,,
3917,,13,0,,,,,,,
3918,,13,0,,,,,,,
3919,,13,0,,,,,,,
3920,,13,0,,,,,,,
3921,,13,0,,,,,,,
3922,,13,0,,,,,,,
3923,,,0,,,,,,,
3924,,13,0,,,,,,,
3925,,,0,,,,,,,
3926,,13,0,,,,,,,
3927,,13,0,,,,,,,
3928,,13,0,,,,,,,
3929,,13,0,,,,,,,
3930,,13,0,,,,,,,
3931,,13,0,,,,,,,
3932,,13,0,,,,,,,
3933,,13,0,,,,,,,
3934,,13,0,,,,,,,
3935,,13,0,,,,,,,
3936,,13,0,,,,,,,
3937,,13,0,,,,,,,
3938,,13,0,,,,,,,
3939,,13,0,,,,,,,
3940,,13,0,,,,,,,
3941,,13,0,,,,,,,
3942,,13,0,,,,,,,
3943,,13,0,,,,,,,
3944,,13,0,,,,,,,
3945,,13,0,,,,,,,
3946,,13,0,,,,,,,
3947,,13,0,,,,,,,
3948,,13,0,,,,,,,
3949,,13,0,,,,,,,
3950,,13,0,,,,,,,
3951,,13,0,,,,,,,
3952,,13,0,,,,,,,
3953,,13,0,,,,,,,
3954,,13,0,,,,,,,
3955,,13,0,,,,,,,
3956,,13,0,,,,,,,
3957,,13,0,,,,,,,
3958,,13,0,,,,,,,
3959,,5,0,,,,,,,
3960,,13,0,,,,,,,
3961,,13,0,,,,,,,
3962,,13,0,,,,,,,
3963,,13,0,,,,,,,
3964,,13,0,,,,,,,
3965,,13,0,,,,,,,
3966,,14,0,,,,,,,
3967,,13,0,,,,,,,
3968,,13,0,,,,,,,
3969,,12,0,,,,,,,
3970,,13,0,,,,,,,
3971,,13,0,,,,,,,
3972,,13,0,,,,,,,
3973,,13,0,,,,,,,
3974,,12,0,,,,,,,
3975,,13,0,,,,,,,
3976,,13,0,,,,,,,
3977,,12,0,,,,,,,
3978,,7,0,,,,,,,
3979,,12,0,,,,,,,
3980,,12,0,,,,,,,
3981,,12,0,,,,,,,
3982,,12,0,,,,,,,
3983,,12,0,,,,,,,
3984,,12,0,,,,,,,
3985,,12,0,,,,,,,
3986,,12,0,,,,,,,
3987,,12,0,,,,,,,
3988,,12,0,,,,,,,
3989,,12,0,,,,,,,
3990,,12,0,,,,,,,
3991,,12,0,,,,,,,
3992,,12,0,,,,,,,
3993,,12,0,,,,,,,
3994,,12,0,,,,,,,
3995,,12,0,,,,,,,
3996,,12,0,,,,,,,
3997,,12,0,,,,,,,
3998,,12,0,,,,,,,
3999,,12,0,,,,,,,
4000,,12,0,,,,,,,
4001,,12,0,,,,,,,
4002,,12,0,,,,,,,
4003,,12,0,,,,,,,
4004,,12,0,,,,,,,
4005,,12,0,,,,,,,
4006,,12,0,,,,,,,
4007,,12,0,,,,,,,
4008,,12,0,,,,,,,
4009,,12,0,,,,,,,
4010,,12,0,,,,,,,
4011,,12,0,,,,,,,
4012,,12,0,,,,,,,
4013,,12,0,,,,,,,
4014,,12,0,,,,,,,
4015,,12,0,,,,,,,
4016,,12,0,,,,,,,
4017,,12,0,,,,,,,
4018,,12,0,,,,,,,
4019,,12,0,,,,,,,
4020,,12,0,,,,,,,
4021,,12,0,,,,,,,
4022,,12,0,,,,,,,
4023,,12,0,,,,,,,
4024,,12,0,,,,,,,
4025,,12,0,,,,,,,
4026,,12,0,,,,,,,
4027,,12,0,,,,,,,
4028,,12,0,,,,,,,
4029,,12,0,,,,,,,
4030,,12,0,,,,,,,
4031,,12,0,,,,,,,
4032,,12,0,,,,,,,
4033,,,0,,,,,,,
4034,,12,0,,,,,,,
4035,,12,0,,,,,,,
4036,,12,0,,,,,,,
4037,,12,0,,,,,,,
4038,,12,0,,,,,,,
4039,,12,0,,,,,,,
4040,,12,0,,,,,,,
4041,,12,0,,,,,,,
4042,,12,0,,,,,,,
4043,,12,0,,,,,,,
4044,,12,0,,,,,,,
4045,,,0,,,,,,,
4046,,12,0,,,,,,,
4047,,12,0,,,,,,,
4048,,12,0,,,,,,,
4049,,12,0,,,,,,,
4050,,12,0,,,,,,,
4051,,12,0,,,,,,,
4052,,12,0,,,,,,,
4053,,12,0,,,,,,,
4054,,12,0,,,,,,,
4055,,12,0,,,,,,,
4056,,12,0,,,,,,,
4057,,11,0,,,,,,,
4058,,,0,,,,,,,
4059,,,0,,,,,,,
4060,,12,0,,,,,,,
4061,,12,0,,,,,,,
4062,,12,0,,,,,,,
4063,,12,0,,,,,,,
4064,,12,0,,,,,,,
4065,,,0,,,,,,,
4066,,12,0,,,,,,,
4067,,12,0,,,,,,,
4068,,12,0,,,,,,,
4069,,,0,,,,,,,
4070,,12,0,,,,,,,
4071,,12,0,,,,,,,
4072,,12,0,,,,,,,
4073,,12,0,,,,,,,
4074,,,0,,,,,,,
4075,,12,0,,,,,,,
4076,,,0,,,,,,,
4077,,12,0,,,,,,,
4078,,,0,,,,,,,
4079,,12,0,,,,,,,
4080,,12,0,,,,,,,
4081,,12,0,,,,,,,
4082,,12,0,,,,,,,
4083,,12,0,,,,,,,
4084,,,0,,,,,,,
4085,,,0,,,,,,,
4086,,12,0,,,,,,,
4087,,11,0,,,,,,,
4088,,12,0,,,,,,,
4089,,12,0,,,,,,,
4090,,12,0,,,,,,,
4091,,12,0,,,,,,,
4092,,12,0,,,,,,,
4093,,12,0,,,,,,,
4094,,10,0,,,,,,,
4095,,12,0,,,,,,,
4096,ריהוט אקספרס ,12,0,,,,,,,
4097,,,0,,,,,,,
4098,,12,0,,,,,,,
4099,,12,0,,,,,,,
4100,,12,0,,,,,,,
4101,,12,0,,,,,,,
4102,,,0,,,,,,,
4103,,12,0,,,,,,,
4104,,12,0,,,,,,,
4105,,12,0,,,,,,,
4106,,,0,,,,,,,
4107,,14,0,,,,,,,
4108,,12,0,,,,,,,
4109,,,0,,,,,,,
4110,,12,0,,,,,,,
4111,,,0,,,,,,,
4112,,,0,,,,,,,
4113,,,0,,,,,,,
4114,,,0,,,,,,,
4115,,,0,,,,,,,
4116,,11,0,,,,,,,
4117,,12,0,,,,,,,
4118,,12,0,,,,,,,
4119,,12,0,,,,,,,
4120,,12,0,,,,,,,
4121,,12,0,,,,,,,
4122,,,0,,,,,,,
4123,,,0,,,,,,,
4124,,12,0,,,,,,,
4125,,12,0,,,,,,,
4126,,,0,,,,,,,
4127,,,0,,,,,,,
4128,,14,0,,,,,,,
4129,,14,0,,,,,,,
4130,,,0,,,,,,,
4131,,14,0,,,,,,,
4132,,14,0,,,,,,,
4133,,14,0,,,,,,,
4134,,14,0,,,,,,,
4135,,,0,,,,,,,
4136,,,0,,,,,,,
4137,,,0,,,,,,,
4138,,14,0,,,,,,,
4139,,14,0,,,,,,,
4140,,14,0,,,,,,,
4141,,,0,,,,,,,
4142,,14,0,,,,,,,
4143,,,0,,,,,,,
4144,,14,0,,,,,,,
4145,,,0,,,,,,,
4146,,14,0,,,,,,,
4147,,,0,,,,,,,
4148,,,0,,,,,,,
4149,,11,0,,,,,,,
4150,,11,0,,,,,,,
4151,,,0,,,,,,,
4152,,11,0,,,,,,,
4153,,,0,,,,,,,
4154,,,0,,,,,,,
4155,,11,0,,,,,,,
4156,,11,0,,,,,,,
4157,,,0,,,,,,,
4158,,11,0,,,,,,,
4159,,7,0,,,,,,,
4160,,11,0,,,,,,,
4161,,11,0,,,,,,,
4162,,11,0,,,,,,,
4163,,11,0,,,,,,,
4164,,,0,,,,,,,
4165,,11,0,,,,,,,
4166,,11,0,,,,,,,
4167,,4,0,,,,,,,
4168,,,0,,,,,,,
4169,,11,0,,,,,,,
4170,,11,0,,,,,,,
4171,,11,0,,,,,,,
4172,,11,0,,,,,,,
4173,,11,0,,,,,,,
4174,,8,0,,,,,,,
4175,,11,0,,,,,,,
4176,,11,0,,,,,,,
4177,,,0,,,,,,,
4178,,11,0,,,,,,,
4179,,11,0,,,,,,,
4180,,11,0,,,,,,,
4181,,11,0,,,,,,,
4182,,11,0,,,,,,,
4183,,11,0,,,,,,,
4184,,11,0,,,,,,,
4185,,11,0,,,,,,,
4186,,11,0,,,,,,,
4187,,11,0,,,,,,,
4188,,11,0,,,,,,,
4189,,11,0,,,,,,,
4190,,,0,,,,,,,
4191,,11,0,,,,,,,
4192,,11,0,,,,,,,
4193,,11,0,,,,,,,
4194,,11,0,,,,,,,
4195,,11,0,,,,,,,
4196,,11,0,,,,,,,
4197,,11,0,,,,,,,
4198,,11,0,,,,,,,
4199,,11,0,,,,,,,
4200,,11,0,,,,,,,
4201,,11,0,,,,,,,
4202,,11,0,,,,,,,
4203,,11,0,,,,,,,
4204,,11,0,,,,,,,
4205,,11,0,,,,,,,
4206,,6,0,,,,,,,
4207,,11,0,,,,,,,
4208,,11,0,,,,,,,
4209,,11,0,,,,,,,
4210,,11,0,,,,,,,
4211,,11,0,,,,,,,
4212,,,0,,,,,,,
4213,,11,0,,,,,,,
4214,,11,0,,,,,,,
4215,,11,0,,,,,,,
4216,,11,0,,,,,,,
4217,,11,0,,,,,,,
4218,,11,0,,,,,,,
4219,,,0,,,,,,,
4220,,11,0,,,,,,,
4221,,11,0,,,,,,,
4222,,11,0,,,,,,,
4223,,11,0,,,,,,,
4224,,,0,,,,,,,
4225,,11,0,,,,,,,
4226,,11,0,,,,,,,
4227,,11,0,,,,,,,
4228,,11,0,,,,,,,
4229,,11,0,,,,,,,
4230,,,0,,,,,,,
4231,,11,0,,,,,,,
4232,,11,0,,,,,,,
4233,,11,0,,,,,,,
4234,,11,0,,,,,,,
4235,,11,0,,,,,,,
4236,,11,0,,,,,,,
4237,,11,0,,,,,,,
4238,,,0,,,,,,,
4239,,11,0,,,,,,,
4240,,,0,,,,,,,
4241,,11,0,,,,,,,
4242,,11,0,,,,,,,
4243,,11,0,,,,,,,
4244,,,0,,,,,,,
4245,,11,0,,,,,,,
4246,,,0,,,,,,,
4247,,11,0,,,,,,,
4248,,11,0,,,,,,,
4249,,11,0,,,,,,,
4250,,11,0,,,,,,,
4251,,11,0,,,,,,,
4252,,11,0,,,,,,,
4253,,11,0,,,,,,,
4254,,,0,,,,,,,
4255,,,0,,,,,,,
4256,,11,0,,,,,,,
4257,,11,0,,,,,,,
4258,,11,0,,,,,,,
4259,,11,0,,,,,,,
4260,,11,0,,,,,,,
4261,,11,0,,,,,,,
4262,,11,0,,,,,,,
4263,,11,0,,,,,,,
4264,,,0,,,,,,,
4265,,11,0,,,,,,,
4266,,11,0,,,,,,,
4267,,11,0,,,,,,,
4268,,11,0,,,,,,,
4269,,11,0,,,,,,,
4270,,11,0,,,,,,,
4271,,11,0,,,,,,,
4272,,5,0,,,,,,,
4273,,11,0,,,,,,,
4274,,11,0,,,,,,,
4275,,,0,,,,,,,
4276,,11,0,,,,,,,
4277,,11,0,,,,,,,
4278,,11,0,,,,,,,
4279,,,0,,,,,,,
4280,,11,0,,,,,,,
4281,,11,0,,,,,,,
4282,,,0,,,,,,,
4283,,11,0,,,,,,,
4284,,11,0,,,,,,,
4285,,11,0,,,,,,,
4286,,,0,,,,,,,
4287,,11,0,,,,,,,
4288,,11,0,,,,,,,
4289,,11,0,,,,,,,
4290,,11,0,,,,,,,
4291,,11,0,,,,,,,
4292,,,0,,,,,,,
4293,,11,0,,,,,,,
4294,,11,0,,,,,,,
4295,,11,0,,,,,,,
4296,,22,0,,,,,,,
4297,,11,0,,,,,,,
4298,,,0,,,,,,,
4299,,11,0,,,,,,,
4300,,11,0,,,,,,,
4301,,11,0,,,,,,,
4302,,11,0,,,,,,,
4303,,11,0,,,,,,,
4304,,11,0,,,,,,,
4305,,11,0,,,,,,,
4306,,,0,,,,,,,
4307,,11,0,,,,,,,
4308,,11,0,,,,,,,
4309,,11,0,,,,,,,
4310,,11,0,,,,,,,
4311,,7,0,,,,,,,
4312,,11,0,,,,,,,
4313,,11,0,,,,,,,
4314,,11,0,,,,,,,
4315,,11,0,,,,,,,
4316,,11,0,,,,,,,
4317,,11,0,,,,,,,
4318,,,0,,,,,,,
4319,,11,0,,,,,,,
4320,,11,0,,,,,,,
4321,,11,0,,,,,,,
4322,,,0,,,,,,,
4323,,11,0,,,,,,,
4324,,,0,,,,,,,
4325,,11,0,,,,,,,
4326,,11,0,,,,,,,
4327,,11,0,,,,,,,
4328,,11,0,,,,,,,
4329,,11,0,,,,,,,
4330,,11,0,,,,,,,
4331,,11,0,,,,,,,
4332,,11,0,,,,,,,
4333,,11,0,,,,,,,
4334,,11,0,,,,,,,
4335,,11,0,,,,,,,
4336,,11,0,,,,,,,
4337,,,0,,,,,,,
4338,,11,0,,,,,,,
4339,,11,0,,,,,,,
4340,,11,0,,,,,,,
4341,,11,0,,,,,,,
4342,,11,0,,,,,,,
4343,,,0,,,,,,,
4344,,11,0,,,,,,,
4345,,11,0,,,,,,,
4346,,,0,,,,,,,
4347,,11,0,,,,,,,
4348,,11,0,,,,,,,
4349,,11,0,,,,,,,
4350,,11,0,,,,,,,
4351,,11,0,,,,,,,
4352,,11,0,,,,,,,
4353,,11,0,,,,,,,
4354,,10,0,,,,,,,
4355,,13,0,,,,,,,
4356,,13,0,,,,,,,
4357,,13,0,,,,,,,
4358,,13,0,,,,,,,
4359,,13,0,,,,,,,
4360,,13,0,,,,,,,
4361,,10,0,,,,,,,
4362,,13,0,,,,,,,
4363,,13,0,,,,,,,
4364,,10,0,,,,,,,
4365,,10,0,,,,,,,
4366,,,0,,,,,,,
4367,,10,0,,,,,,,
4368,,,0,,,,,,,
4369,,10,0,,,,,,,
4370,,9,0,,,,,,,
4371,,,0,,,,,,,
4372,,10,0,,,,,,,
4373,,10,0,,,,,,,
4374,,10,0,,,,,,,
4375,,,0,,,,,,,
4376,,10,0,,,,,,,
4377,,10,0,,,,,,,
4378,,10,0,,,,,,,
4379,,10,0,,,,,,,
4380,,10,0,,,,,,,
4381,,10,0,,,,,,,
4382,,10,0,,,,,,,
4383,,10,0,,,,,,,
4384,,10,0,,,,,,,
4385,,10,0,,,,,,,
4386,,10,0,,,,,,,
4387,,10,0,,,,,,,
4388,,10,0,,,,,,,
4389,,10,0,,,,,,,
4390,,10,0,,,,,,,
4391,,10,0,,,,,,,
4392,,10,0,,,,,,,
4393,,10,0,,,,,,,
4394,,,0,,,,,,,
4395,,,0,,,,,,,
4396,,,0,,,,,,,
4397,,,0,,,,,,,
4398,,,0,,,,,,,
4399,,,0,,,,,,,
4400,,,0,,,,,,,
4401,,,0,,,,,,,
4402,,,0,,,,,,,
4403,,,0,,,,,,,
4404,,,0,,,,,,,
4405,,,0,,,,,,,
4406,,,0,,,,,,,
4407,,,0,,,,,,,
4408,,,0,,,,,,,
4409,,,0,,,,,,,
4410,,10,0,,,,,,,
4411,,10,0,,,,,,,
4412,,5,0,,,,,,,
4413,,,0,,,,,,,
4414,,,0,,,,,,,
4415,,10,0,,,,,,,
4416,,,0,,,,,,,
4417,,10,0,,,,,,,
4418,,10,0,,,,,,,
4419,,10,0,,,,,,,
4420,,10,0,,,,,,,
4421,,10,0,,,,,,,
4422,,10,0,,,,,,,
4423,,10,0,,,,,,,
4424,,10,0,,,,,,,
4425,,,0,,,,,,,
4426,,10,0,,,,,,,
4427,,10,0,,,,,,,
4428,,10,0,,,,,,,
4429,,10,0,,,,,,,
4430,,10,0,,,,,,,
4431,,10,0,,,,,,,
4432,,10,0,,,,,,,
4433,,,0,,,,,,,
4434,,10,0,,,,,,,
4435,,,0,,,,,,,
4436,,10,0,,,,,,,
4437,,10,0,,,,,,,
4438,,10,0,,,,,,,
4439,,10,0,,,,,,,
4440,,10,0,,,,,,,
4441,,10,0,,,,,,,
4442,,10,0,,,,,,,
4443,,10,0,,,,,,,
4444,,10,0,,,,,,,
4445,,10,0,,,,,,,
4446,,,0,,,,,,,
4447,,10,0,,,,,,,
4448,,10,0,,,,,,,
4449,,10,0,,,,,,,
4450,,,0,,,,,,,
4451,,,0,,,,,,,
4452,,,0,,,,,,,
4453,,1,0,,,,,,,
4454,,,0,,,,,,,
4455,,8,0,,,,,,,
4456,,,0,,,,,,,
4457,,,0,,,,,,,
4458,,10,0,,,,,,,
4459,,10,0,,,,,,,
4460,,10,0,,,,,,,
4461,,7,0,,,,,,,
4462,,10,0,,,,,,,
4463,,10,0,,,,,,,
4464,,,0,,,,,,,
4465,,10,0,,,,,,,
4466,,,0,,,,,,,
4467,,,0,,,,,,,
4468,,10,0,,,,,,,
4469,,,0,,,,,,,
4470,,,0,,,,,,,
4471,,10,0,,,,,,,
4472,,6,0,,,,,,,
4473,,10,0,,,,,,,
4474,,,0,,,,,,,
4475,,,0,,,,,,,
4476,,,0,,,,,,,
4477,,10,0,,,,,,,
4478,,,0,,,,,,,
4479,,,0,,,,,,,
4480,,10,0,,,,,,,
4481,,10,0,,,,,,,
4482,,,0,,,,,,,
4483,,,0,,,,,,,
4484,,,0,,,,,,,
4485,,10,0,,,,,,,
4486,,10,0,,,,,,,
4487,,10,0,,,,,,,
4488,,10,0,,,,,,,
4489,,,0,,,,,,,
4490,,,0,,,,,,,
4491,,10,0,,,,,,,
4492,,10,0,,,,,,,
4493,,10,0,,,,,,,
4494,,10,0,,,,,,,
4495,,10,0,,,,,,,
4496,,,0,,,,,,,
4497,,10,0,,,,,,,
4498,,,0,,,,,,,
4499,,10,0,,,,,,,
4500,,10,0,,,,,,,
4501,,10,0,,,,,,,
4502,,10,0,,,,,,,
4503,,10,0,,,,,,,
4504,,10,0,,,,,,,
4505,,,0,,,,,,,
4506,,9,0,,,,,,,
4507,,,0,,,,,,,
4508,,,0,,,,,,,
4509,,10,0,,,,,,,
4510,,10,0,,,,,,,
4511,,,0,,,,,,,
4512,,10,0,,,,,,,
4513,,10,0,,,,,,,
4514,,,0,,,,,,,
4515,,,0,,,,,,,
4516,,,0,,,,,,,
4517,,,0,,,,,,,
4518,,,0,,,,,,,
4519,,,0,,,,,,,
4520,,,0,,,,,,,
4521,,,0,,,,,,,
4522,,10,0,,,,,,,
4523,,,0,,,,,,,
4524,,,0,,,,,,,
4525,,,0,,,,,,,
4526,,10,0,,,,,,,
4527,,10,0,,,,,,,
4528,,9,0,,,,,,,
4529,,10,0,,,,,,,
4530,,10,0,,,,,,,
4531,,,0,,,,,,,
4532,,,0,,,,,,,
4533,,,0,,,,,,,
4534,,10,0,,,,,,,
4535,,10,0,,,,,,,
4536,,10,0,,,,,,,
4537,,10,0,,,,,,,
4538,,9,0,,,,,,,
4539,,,0,,,,,,,
4540,,9,0,,,,,,,
4541,,,0,,,,,,,
4542,,,0,,,,,,,
4543,,,0,,,,,,,
4544,,,0,,,,,,,
4545,,,0,,,,,,,
4546,,,0,,,,,,,
4547,,,0,,,,,,,
4548,,10,0,,,,,,,
4549,,,0,,,,,,,
4550,,10,0,,,,,,,
4551,,9,0,,,,,,,
4552,,10,0,,,,,,,
4553,,,0,,,,,,,
4554,,10,0,,,,,,,
4555,,,0,,,,,,,
4556,,9,0,,,,,,,
4557,,,0,,,,,,,
4558,,,0,,,,,,,
4559,,,0,,,,,,,
4560,,4,0,,,,,,,
4561,,,0,,,,,,,
4562,,,0,,,,,,,
4563,,,0,,,,,,,
4564,,,0,,,,,,,
4565,,,0,,,,,,,
4566,,10,0,,,,,,,
4567,,9,0,,,,,,,
4568,,9,0,,,,,,,
4569,,10,0,,,,,,,
4570,,,0,,,,,,,
4571,,10,0,,,,,,,
4572,,9,0,,,,,,,
4573,,9,0,,,,,,,
4574,,,0,,,,,,,
4575,,,0,,,,,,,
4576,,9,0,,,,,,,
4577,,9,0,,,,,,,
4578,,9,0,,,,,,,
4579,,9,0,,,,,,,
4580,,,0,,,,,,,
4581,,,0,,,,,,,
4582,,,0,,,,,,,
4583,,9,0,,,,,,,
4584,,9,0,,,,,,,
4585,,9,0,,,,,,,
4586,,9,0,,,,,,,
4587,,9,0,,,,,,,
4588,,9,0,,,,,,,
4589,,9,0,,,,,,,
4590,,9,0,,,,,,,
4591,,,0,,,,,,,
4592,,,0,,,,,,,
4593,,9,0,,,,,,,
4594,,9,0,,,,,,,
4595,,9,0,,,,,,,
4596,,9,0,,,,,,,
4597,,,0,,,,,,,
4598,,9,0,,,,,,,
4599,,,0,,,,,,,
4600,,,0,,,,,,,
4601,,,0,,,,,,,
4602,,9,0,,,,,,,
4603,,9,0,,,,,,,
4604,,9,0,,,,,,,
4605,,5,0,,,,,,,
4606,,,0,,,,,,,
4607,,9,0,,,,,,,
4608,,9,0,,,,,,,
4609,,9,0,,,,,,,
4610,,9,0,,,,,,,
4611,,9,0,,,,,,,
4612,,9,0,,,,,,,
4613,,9,0,,,,,,,
4614,,9,0,,,,,,,
4615,,9,0,,,,,,,
4616,,9,0,,,,,,,
4617,,9,0,,,,,,,
4618,,7,0,,,,,,,
4619,,9,0,,,,,,,
4620,,9,0,,,,,,,
4621,,9,0,,,,,,,
4622,,9,0,,,,,,,
4623,,9,0,,,,,,,
4624,,9,0,,,,,,,
4625,,9,0,,,,,,,
4626,,9,0,,,,,,,
4627,,9,0,,,,,,,
4628,,4,0,,,,,,,
4629,,9,0,,,,,,,
4630,,9,0,,,,,,,
4631,,9,0,,,,,,,
4632,,9,0,,,,,,,
4633,,9,0,,,,,,,
4634,,9,0,,,,,,,
4635,,9,0,,,,,,,
4636,,9,0,,,,,,,
4637,,9,0,,,,,,,
4638,,9,0,,,,,,,
4639,,9,0,,,,,,,
4640,,9,0,,,,,,,
4641,,9,0,,,,,,,
4642,,9,0,,,,,,,
4643,,9,0,,,,,,,
4644,,9,0,,,,,,,
4645,,9,0,,,,,,,
4646,,9,0,,,,,,,
4647,,9,0,,,,,,,
4648,,9,0,,,,,,,
4649,,9,0,,,,,,,
4650,,9,0,,,,,,,
4651,,9,0,,,,,,,
4652,,9,0,,,,,,,
4653,,9,0,,,,,,,
4654,,9,0,,,,,,,
4655,,,0,,,,,,,
4656,,9,0,,,,,,,
4657,,9,0,,,,,,,
4658,,,0,,,,,,,
4659,,9,0,,,,,,,
4660,,9,0,,,,,,,
4661,,9,0,,,,,,,
4662,,9,0,,,,,,,
4663,,9,0,,,,,,,
4664,,9,0,,,,,,,
4665,,9,0,,,,,,,
4666,,9,0,,,,,,,
4667,,9,0,,,,,,,
4668,,,0,,,,,,,
4669,,9,0,,,,,,,
4670,,,0,,,,,,,
4671,,9,0,,,,,,,
4672,,9,0,,,,,,,
4673,,9,0,,,,,,,
4674,,9,0,,,,,,,
4675,,9,0,,,,,,,
4676,,9,0,,,,,,,
4677,,9,0,,,,,,,
4678,,9,0,,,,,,,
4679,,9,0,,,,,,,
4680,,9,0,,,,,,,
4681,,9,0,,,,,,,
4682,,9,0,,,,,,,
4683,,9,0,,,,,,,
4684,,9,0,,,,,,,
4685,,9,0,,,,,,,
4686,,9,0,,,,,,,
4687,,9,0,,,,,,,
4688,,9,0,,,,,,,
4689,,,0,,,,,,,
4690,,,0,,,,,,,
4691,,9,0,,,,,,,
4692,,8,0,,,,,,,
4693,,9,0,,,,,,,
4694,,9,0,,,,,,,
4695,,8,0,,,,,,,
4696,,9,0,,,,,,,
4697,,9,0,,,,,,,
4698,,9,0,,,,,,,
4699,,9,0,,,,,,,
4700,,,0,,,,,,,
4701,,,0,,,,,,,
4702,,9,0,,,,,,,
4703,,9,0,,,,,,,
4704,,19,0,,,,,,,
4705,,,0,,,,,,,
4706,,9,0,,,,,,,
4707,,9,0,,,,,,,
4708,,,0,,,,,,,
4709,,,0,,,,,,,
4710,,,0,,,,,,,
4711,,9,0,,,,,,,
4712,,9,0,,,,,,,
4713,,9,0,,,,,,,
4714,,,0,,,,,,,
4715,,,0,,,,,,,
4716,,,0,,,,,,,
4717,,,0,,,,,,,
4718,,9,0,,,,,,,
4719,,8,0,,,,,,,
4720,,8,0,,,,,,,
4721,,6,0,,,,,,,
4722,,9,0,,,,,,,
4723,,9,0,,,,,,,
4724,,9,0,,,,,,,
4725,,9,0,,,,,,,
4726,,9,0,,,,,,,
4727,,9,0,,,,,,,
4728,,9,0,,,,,,,
4729,,9,0,,,,,,,
4730,,9,0,,,,,,,
4731,,9,0,,,,,,,
4732,,9,0,,,,,,,
4733,,8,0,,,,,,,
4734,,9,0,,,,,,,
4735,,8,0,,,,,,,
4736,,8,0,,,,,,,
4737,,9,0,,,,,,,
4738,,9,0,,,,,,,
4739,,8,0,,,,,,,
4740,,12,0,,,,,,,
4741,,8,0,,,,,,,
4742,,8,0,,,,,,,
4743,,8,0,,,,,,,
4744,,8,0,,,,,,,
4745,,8,0,,,,,,,
4746,,8,0,,,,,,,
4747,,,0,,,,,,,
4748,,8,0,,,,,,,
4749,,8,0,,,,,,,
4750,,8,0,,,,,,,
4751,,8,0,,,,,,,
4752,,8,0,,,,,,,
4753,,8,0,,,,,,,
4754,,8,0,,,,,,,
4755,,8,0,,,,,,,
4756,,8,0,,,,,,,
4757,,8,0,,,,,,,
4758,,7,0,,,,,,,
4759,,8,0,,,,,,,
4760,,8,0,,,,,,,
4761,,8,0,,,,,,,
4762,,8,0,,,,,,,
4763,,,0,,,,,,,
4764,,,0,,,,,,,
4765,,8,0,,,,,,,
4766,,8,0,,,,,,,
4767,,8,0,,,,,,,
4768,,8,0,,,,,,,
4769,,8,0,,,,,,,
4770,,8,0,,,,,,,
4771,,8,0,,,,,,,
4772,,8,0,,,,,,,
4773,,8,0,,,,,,,
4774,,8,0,,,,,,,
4775,,,0,,,,,,,
4776,,7,0,,,,,,,
4777,,8,0,,,,,,,
4778,,8,0,,,,,,,
4779,,8,0,,,,,,,
4780,,8,0,,,,,,,
4781,,8,0,,,,,,,
4782,,8,0,,,,,,,
4783,,9,0,,,,,,,
4784,,8,0,,,,,,,
4785,,8,0,,,,,,,
4786,,8,0,,,,,,,
4787,,7,0,,,,,,,
4788,,8,0,,,,,,,
4789,,8,0,,,,,,,
4790,,8,0,,,,,,,
4791,,8,0,,,,,,,
4792,,8,0,,,,,,,
4793,,8,0,,,,,,,
4794,,8,0,,,,,,,
4795,,8,0,,,,,,,
4796,,8,0,,,,,,,
